,id,text,author,category
5195,5034,What has happened is that to some degree they have taken an attitude where they don't listen to demos of diverse subject matters. They're looking for demos like the record the guy on the left just did.,Grandmaster Flash,attitude
5196,70505,"As though there were a tie And obligation to posterity. We get them, bear them, breed, and nurse: What has posterity done for us. That we, lest they their rights should lose, Should trust our necks to gripe of noose?",John Trumbull,trust
5197,59187,I don't feel the need for religion. But I went on a yoga retreat last year and I do believe slightly in the karma thing and just being good and true unto yourself. And I slightly believe that you can attract good and bad to you.,Imelda Staunton,religion
5198,29394,Everyone who wants to do good to the human race always ends in universal bullying.,Aldous Huxley,good
5199,19122,"Always be yourself, express yourself, have faith in yourself, do not go out and look for a successful personality and duplicate it.",Bruce Lee,faith
5200,74329,As to honor - you know - it's a very fine mediaeval inheritance which women never got hold of. It wasn't theirs.,Joseph Conrad,women
5201,23696,But it's really hard to eat good when you're traveling because you see fast food and you want to go to this restaurant and that restaurant.,Nicole Polizzi,food
5202,65853,"Anytime you play a team sport, the success of the team really makes everything better. It's nice.",Ricky Williams,success
5203,47879,Expensive clothes are a waste of money.,Meryl Streep,money
5204,33703,We don't come to Canada for our health. We can think of other ways of enjoying ourselves.,Prince Philip,health
5205,60293,"The message of music was also the first thing what I learned from my first teacher. She was an organist too and she was very devoted to what she played, so she had a respect for every piece and she felt that she is not allowed to add something of her own.",Kurt Masur,respect
5206,72159,Every day it becomes clearer that this was the wrong war at the wrong time.,Howard Dean,war
5207,29814,"The problem is not that people are taxed too little, the problem is that government spends too much.",Ronald Reagan,government
5208,25525,"Because most people are not sufficiently employed in themselves, they run about loose, hungering for employment, and satisfy themselves in various supererogatory occupations. The easiest of these occupations, which have all to do with making things already made, is the making of people: it is called the art of friendship.",Laura Riding,friendship
5209,12334,"I shouldn't have got married. My dad told me. I was 35 and I got married. He said, 'You're too young to be married'. 'What? I'm 35'. Said, 'You're far too young. You haven't lived yet'. He was right, bless him, thanks, Dad.",Rod Stewart,dad
5210,12821,"I was who I was in high school in accordance with the rules of conduct for a normal person, like obeying your mom and dad. Then I got out of high school and moved out of the house, and I just started, for lack of a better term, running free.",Iggy Pop,dad
5211,73565,The women's movement completely changed attitudes all over the world in ways we'll never be able to count.,Holly Near,women
5212,26181,I sometimes lie awake at night trying to think of something funny that Richard Nixon said.,Lyn Nofziger,funny
5213,237,Rashness belongs to youth prudence to old age.,Marcus Tullius Cicero,age
5214,70140,Trust cannot be commanded and yet it is also correct that the only one who earns trust is the one who is prepared to grant trust.,Gustav Heinemann,trust
5215,16778,"I confess that for fifteen years my efforts in education, and my hopes of success in establishing a system of national education, have always been associated with the idea of coupling the education of this country with the religious communities which exist.",Richard Cobden,education
5216,14241,"You should celebrate the end of a love affair as they celebrate death in New Orleans, with songs, laughter, dancing and a lot of wine.",Francoise Sagan,death
5217,49446,"We can now have action movies with two stars where one might be African American and one might be Asian American. One of them doesn't have to be white, and the other one doesn't have to be the ethnic sidekick. We're way over that. And I think it's happening in society, too.",Roger Ebert,movies
5218,63985,"I was a total athlete. I loved sports, but when I realized I wasn't going to be a professional athlete, I realized I wanted to be in movies.",Seann William Scott,sports
5219,8158,I can't understand why the Democratic parties seem so hostile to economic growth and business.,Jack Kemp,business
5220,46081,"But the problem is that when I go around and speak on campuses, I still don't get young men standing up and saying, 'How can I combine career and family?'",Gertrude Stein,men
5221,64476,"As we advance in life it becomes more and more difficult, but in fighting the difficulties the inmost strength of the heart is developed.",Vincent Van Gogh,strength
5222,25795,Be obscure clearly.,E. B. White,funny
5223,23366,Junk food drags you down.,Miranda Lambert,food
5224,64638,"Mohammed was not an apparent failure. He was a dazzling success, politically as well as spiritually, and Islam went from strength to strength to strength.",Karen Armstrong,strength
5225,46140,Prejudices are so to speak the mechanical instincts of men: through their prejudices they do without any effort many things they would find too difficult to think through to the point of resolving to do them.,Georg C. Lichtenberg,men
5226,10140,The major advances in speed of communication and ability to interact took place more than a century ago. The shift from sailing ships to telegraph was far more radical than that from telephone to email!,Noam Chomsky,communication
5227,43778,"The impulse to cruelty is, in many people, almost as violent as the impulse to sexual love - almost as violent and much more mischievous.",Aldous Huxley,love
5228,51325,"I never saw a discontented tree. They grip the ground as though they liked it, and though fast rooted they travel about as far as we do.",John Muir,nature
5229,16389,"Head Start graduates are more likely to graduate from high school and less likely to need special education, repeat a grade, or commit crimes in adolescence.",Joe Baca,education
5230,10101,The way you communicate an idea is different than the way you communicate a product.,Frank Luntz,communication
5231,71851,"The executive has no right, in any case, to decide the question, whether there is or is not cause for declaring war.",James Madison,war
5232,28781,"History will have to record that the greatest tragedy of this period of social transition was not the strident clamor of the bad people, but the appalling silence of the good people.","Martin Luther King, Jr.",good
5233,48010,I just spend my money on the essentials. Just basically food and shelter.,David Duchovny,money
5234,62965,No good is ever done to society by the pictorial representation of its diseases.,John Ruskin,society
5235,3592,I'm often called an old-fashioned modernist. But the modernists had the absurd idea that architecture could heal the world. That's impossible. And today nobody expects architects to have these grand visions any more.,Thom Mayne,architecture
5236,38116,Belief creates the actual fact.,William James,inspirational
5237,44399,"While 45 of the 50 States have either a State constitutional amendment or a statute that preserves the current definition of marriage, left-wing activist judges and officials at the local levels have struck down State laws protecting marriage.",John Boehner,marriage
5238,47970,Things are done according to money these days.,Shirley MacLaine,money
5239,10184,"I do a little fact checking now and then. Other than that its impact is simply that email has revolutionized communication for me, and my website has built up a community of readers, which is a lot of fun.",Lee Child,communication
5240,68677,"I'm not interested in trying to work on people's perceptions. I am who I am, and if you don't take the time to learn about that, then your perception is going to be your problem.",Jim Brown,time
5241,55760,Money in politics is a huge issue.,Russ Feingold,politics
5242,36406,"If the skies fall, one may hope to catch larks.",Francois Rabelais,hope
5243,1191,"Knowledge rests not upon truth alone, but upon error also.",Carl Jung,alone
5244,64513,"My attitude is that if you push me towards something that you think is a weakness, then I will turn that perceived weakness into a strength.",Michael Jordan,strength
5245,70298,"I found it to be more challenging to be in a huge effects movie, because a lot of the things aren't there.You have to trust the director and react to nothing.",Katie Holmes,trust
5246,43182,"I love you when you bow in your mosque, kneel in your temple, pray in your church. For you and I are sons of one religion, and it is the spirit.",Khalil Gibran,love
5247,35455,"Once I am in the square circle, I am in my home.","Floyd Mayweather, Jr.",home
5248,21623,"I didn't set out to be famous if I'd wanted that, I would have gone on 'Big Brother.'",Sam Worthington,famous
5249,1541,"If you write a novel alone you sit and you weave a little narrative. And it's O.K., but it's of no account.",V. S. Naipaul,alone
5250,41284,Learning how to work and learning how to fail is important.,Jamie Moyer,learning
5251,20977,"I think when someone is injured in your family, you want to speak to the individual and you want to hear their voice and you want to make sure they are OK.",Roger Goodell,family
5252,17232,"There's a remarkable amount of sexism on TV. When male characters are flawed, they're interesting, deep and complex. But when female characters are flawed, they're just a mess. It's good to put more flawed but interesting female characters out there because it promotes equality.",Ellen Pompeo,equality
5253,58917,"Do not imagine that what we have said of the insufficiency of our understanding and of its limited extent is an assertion founded only on the Bible: for philosophers likewise assert the same, and perfectly understand it,- without having regard to any religion or opinion.",Maimonides,religion
5254,36653,"It's true that General Musharraf opposes my return, seeing me as a symbol of democracy in the country. He is comfortable with dictatorship. I hope better sense prevails.",Benazir Bhutto,hope
5255,24624,Freedom means the opportunity to be what we never thought we would be.,Daniel J. Boorstin,freedom
5256,36490,You don't seem to realize that a poor person who is unhappy is in a better position than a rich person who is unhappy. Because the poor person has hope. He thinks money would help.,Jean Kerr,hope
5257,21968,I hope for nothing. I fear nothing. I am free.,Nikos Kazantzakis,fear
5258,64532,"Do you really think it is weakness that yields to temptation? I tell you that there are terrible temptations which it requires strength, strength and courage to yield to.",Oscar Wilde,strength
5259,22838,"If US per capita income continues to grow at a rate of 1.5 percent a year, the country will have plenty of money to finance comfortable retirements and high-quality healthcare for all citizens, including those at the bottom of the wage ladder.",William Greider,finance
5260,45955,"Some people think having large breasts makes a woman stupid. Actually, it's quite the opposite: a woman having large breasts makes men stupid.",Rita Rudner,men
5261,33400,"Originally created to serve the poorest and sickest among us, the Medicaid program has grown dramatically but still doesn't include the kind of flexibility that states need to provide better health care for the poor and disadvantaged.",Fred Upton,health
5262,16453,To create the power of competence without creating a corresponding direction to guide the use of that power is bad education.,John Dickey,education
5263,71023,"I've been &amp am absurdly over-estimated. There are no supermen &amp I'm quite ordinary, &amp will say so whatever the artistic results. In that point I'm one of the few people who tell the truth about myself.",T. E. Lawrence,truth
5264,32010,"They must often change, who would be constant in happiness or wisdom.",Confucius,happiness
5265,46229,My mom taught us the Serenity Prayer at a young age.,Toby Keith,mom
5266,24507,America's greatness has been the greatness of a free people who shared certain moral commitments. Freedom without moral commitment is aimless and promptly self-destructive.,John W. Gardner,freedom
5267,58426,Heaven is under our feet as well as over our heads.,Henry David Thoreau,religion
5268,28215,I can't believe that God put us on this earth to be ordinary.,Lou Holtz,god
5269,45533,Death is not the worst that can happen to men.,Plato,men
5270,20339,"What people don't understand is joining a gang ain't bad, it's cool, it's fine. When you in the hood, joining a gang it's cool because all your friends are in the gang, all your family's in the gang. We're not just killing people every night, we're just hanging out, having a good time.",Snoop Dogg,family
5271,15147,"Obviously one must hold oneself responsible for the evil impulses of one's dreams. In what other way can one deal with them? Unless the content of the dream rightly understood is inspired by alien spirits, it is part of my own being.",Sigmund Freud,dreams
5272,27292,"We are a party of innovation. We do not reject our traditions, but we are willing to adapt to changing circumstances, when change we must. We are willing to suffer the discomfort of change in order to achieve a better future.",Barbara Jordan,future
5273,70725,"There are very few human beings who receive the truth, complete and staggering, by instant illumination. Most of them acquire it fragment by fragment, on a small scale, by successive developments, cellularly, like a laborious mosaic.",Anais Nin,truth
5274,22668,"I remember looking at the sky and thinking that the universe is so big and it's all chaos. I call it 'the dark fear.' At any moment, the dark fear could come in.",St. Vincent,fear
5275,74989,"Don't ever, ever, believe anyone who tells you that you can just get by, by doing the easiest thing possible. Because there's always somebody behind you who really wants to do what you're doing. And they're going to work harder than you if you're not working hard.",Maria Bartiromo,work
5276,4356,Many say an art dealer running a museum is a 'conflict of interest.' But maybe the art world has lived an artificial or unintentional lie all of these years when it comes to conflicts of interest.,Jerry Saltz,art
5277,41061,"I am learning to forgive my inner geek, and even value him as a free man.",Kenny Loggins,learning
5278,32371,Happiness is the longing for repetition.,Milan Kundera,happiness
5279,42593,My mother wanted us to understand that the tragedies of your life one day have the potential to be comic stories the next.,Nora Ephron,life
5280,22267,Mysticism and exaggeration go together. A mystic must not fear ridicule if he is to push all the way to the limits of humility or the limits of delight.,Milan Kundera,fear
5281,45174,"Boys will be boys, and so will a lot of middle-aged men.",Kin Hubbard,men
5282,62601,"I suffered from post-natal depression after Rowan was born. I had a healthy, beautiful baby girl and I couldn't look at her. I couldn't hold her, smile at her. All I wanted was to disappear and die.",Brooke Shields,smile
5283,64470,Strength and growth come only through continuous effort and struggle.,Napoleon Hill,strength
5284,8872,I have a new little stray dog that I've had for about a month now. His name is Mikey Mohawk - he's this little terrier with a natural Mohawk. My friend found him hit by a car on Pico Boulevard.,Krysten Ritter,car
5285,58585,"If any of you should ask me for an epitome of the Christian religion, I should say that it is in one word - prayer. Live and die without prayer, and you will pray long enough when you get to hell.",Charles Spurgeon,religion
5286,10261,"In this great age of communication, there a lot of people you can't actually understand. I know everyone tweets, and twits and texts and all that, but actually we've all got voices, and it is awfully nice to hear them and if you can understand what people are saying.",Penelope Keith,communication
5287,51930,We are a people that have always celebrated other people's success so long as we always had the opportunity to meet that success ourselves. That is the American nature. That is the American character. That is one of the things that makes us different from the rest of the world. And I'm afraid we could lose that or are on the verge of losing that.,Marco Rubio,nature
5288,37379,Our truest life is when we are in dreams awake.,Henry David Thoreau,imagination
5289,47592,He who controls the money supply of a nation controls the nation.,James A. Garfield,money
5290,16064,"You can't have a university without having free speech, even though at times it makes us terribly uncomfortable. If students are not going to hear controversial ideas on college campuses, they're not going to hear them in America. I believe it's part of their education.",Donna Shalala,education
5291,44107,"Marriage brings one into fatal connection with custom and tradition, and traditions and customs are like the wind and weather, altogether incalculable.",Soren Kierkegaard,marriage
5292,12925,"I would ask my dad what he did, and he'd say, 'I listen to people's problems.' In some way what he did for a living is in my genes.",Marcia Cross,dad
5293,56401,I try to make the good days great and take something positive from the days I'm not feeling good - work on technique or something like that.,Katie Ledecky,positive
5294,25853,"I was sleeping the other night, alone, thanks to the exterminator.",Emo Philips,funny
5295,31492,My goal is people associate November with COPD awareness month as much as they notice October with breast cancer and pink. That'd be a great thing if it happened. The fact that COPD kills more people than breast cancer and diabetes put together should raise some red flags.,Danica Patrick,great
5296,51917,"I have two children and it's amazing how in tune they are with nature, with light, with smells, with time.",Hugh Jackman,nature
5297,70153,"The first sentence of every novel should be: Trust me, this will take time but there is order here, very faint, very human. Meander if you want to get to town.",Michael Ondaatje,trust
5298,55215,"The message that I gave on the - on the steps today was that you need to stand for those things that are right and empower the individual. Believe in the power of one person. Don't believe that you can't do it. Everybody wants - everybody wants a shot. That we can all agree on. Beyond that, it becomes politics. I'm not talking politics.",Glenn Beck,politics
5299,65173,"To make the moral achievement implicit in science a source of strength to civilization, the scientist will have to have the cooperation also of the philosopher and the religious teacher.",Arthur Holly Compton,strength
5300,42711,"One's life has value so long as one attributes value to the life of others, by means of love, friendship, indignation and compassion.",Simone de Beauvoir,life
5301,60301,"I would love to direct but I feel like directing is a whole separate craft and so I tend to respect it as a separate craft that I would need to study first. So, right now I'm still trying to do certain things as an actor and until I get bored of that or I feel completely fed by that then I'll move into directing.",Michael Ealy,respect
5302,65721,"If not for the success that medicine has made, I might be part of a much different story right now.",Kareem Abdul-Jabbar,success
5303,4729,"Hitler and Mussolini were only the primary spokesmen for the attitude of domination and craving for power that are in the heart of almost everyone. Until the source is cleared, there will always be confusion and hate, wars and class antagonisms.",Jiddu Krishnamurti,attitude
5304,19706,The faith I was born into formed me.,Huston Smith,faith
5305,34238,"History is, strictly speaking, the study of questions the study of answers belongs to anthropology and sociology.",W. H. Auden,history
5306,52081,"And of all illumination which human reason can give, none is comparable to the discovery of what we are, our nature, our obligations, what happiness we are capable of, and what are the means of attaining it.",Adam Weishaupt,nature
5307,42109,Success is to be measured not so much by the position that one has reached in life as by the obstacles which he has overcome.,Booker T. Washington,life
5308,27001,"The road to the future leads us smack into the wall. We simply ricochet off the alternatives that destiny offers. Our survival is no more than a question of 25, 50 or perhaps 100 years.",Jacques Yves Cousteau,future
5309,11018,I'm way better in person than I am on things like Twitter. I know Twitter is the best and fastest way to connect with fans who really appreciate you but I'm still not cool with it - although I am trying! I try my best but I'm a one-on-one person and I don't want to tell people I'm on the toilet or I just brushed my teeth.,Nicole Scherzinger,cool
5310,46334,"I probably have an earlier curfew than anyone. My mom wants to keep me really safe and my dad's not overly protective, but he's a dad no matter what.",Miley Cyrus,mom
5311,5577,"Fashion fosters cliches of beauty, but I want to tear them apart.",Miuccia Prada,beauty
5312,25757,I never expected to see the day when girls would get sunburned in the places they now do.,Will Rogers,funny
5313,26483,"I don't know. I think it's funny! I think it's funny! I go, what? It's so absurd. I'm alone.",Danny DeVito,funny
5314,66496,"Success is not a good teacher, failure makes you humble.",Shahrukh Khan,teacher
5315,62848,I never leaf through a copy of National Geographic without realizing how lucky we are to live in a society where it is traditional to wear clothes.,Erma Bombeck,society
5316,42524,Where is the Life we have lost in living? Where is the wisdom we have lost in knowledge? Where is the knowledge we have lost in information?,T. S. Eliot,life
5317,31300,Many great actions are committed in small struggles.,Victor Hugo,great
5318,24083,Forgiveness is a funny thing. It warms the heart and cools the sting.,William Arthur Ward,forgiveness
5319,33406,"We are losing our living systems, social systems, cultural systems, governing systems, stability, and our constitutional health, and we're surrendering it all at the same time.",Paul Hawken,health
5320,47698,"Congress, the press, and the bureaucracy too often focus on how much money or effort is spent, rather than whether the money or effort actually achieves the announced goal.",Donald Rumsfeld,money
5321,2851,There are amazing schools and amazing educators that are doing a wonderful job. And then there are a lot of educators that are not prepared to deal with inclusive education. They haven't been trained. It's really quite lovely and easy when you understand how to do it.,Laura San Giacomo,amazing
5322,4170,You want to be a bit compulsive in your art or craft or whatever you do.,Steve Martin,art
5323,18914,"But whatever my failure, I have this thing to remember - that I was a pioneer in my profession, just as my grandfathers were in theirs, in that I was the first man in this section to earn his living as a writer.",Robert E. Howard,failure
5324,68297,"If time be of all things the most precious, wasting time must be the greatest prodigality.",Benjamin Franklin,time
5325,34613,"When I read Thirteen Days I was moved by it. It was just a great time for the world, in terms of looking back in history and seeing how we got ourselves into trouble and how we got ourselves out of trouble.",Kevin Costner,history
5326,361,"Our scientific age demands that we provide definitions, measurements, and statistics in order to be taken seriously. Yet most of the important things in life cannot be precisely defined or measured. Can we define or measure love, beauty, friendship, or decency, for example?",Dennis Prager,age
5327,45795,"But men are so full of greed today, they'll sell anything for a little piece of money.",Little Richard,men
5328,24280,A friend is someone who gives you total freedom to be yourself.,Jim Morrison,freedom
5329,62178,"I don't dare postulate about science, but I know that it takes both emotion and intellect in order for art to happen.",Lukas Foss,science
5330,21537,"I really had little interest in becoming famous. When I write my book, it will be my guide to avoid becoming a rock star.",Edgar Winter,famous
5331,18325,"Success is the result of perfection, hard work, learning from failure, loyalty, and persistence.",Colin Powell,failure
5332,63893,The best kids are going to become the best. But the best thing about it is that you're going to learn lessons in playing those sports about winning and losing and teamwork and teammates and arguments and everything else that are going to affect you positively for the rest of your life.,Carl Lewis,sports
5333,57439,Never assume that the guy understands that you and he have a relationship.,Dave Barry,relationship
5334,12210,"When my mom ran for the Senate, my dad was there for her every step of the way. I can still hear her saying in her beautiful voice, 'Why should women have any less say than men, about the great decisions facing our nation?'",Mitt Romney,dad
5335,37501,Imagination decides everything.,Blaise Pascal,imagination
5336,33240,"Many smart folks seem to think that if you just get your metaphors and messages right, you'll win. That if you start describing what you favor as a 'moral value' - 'affordable health care is a moral value' etc., - then you'll appeal to red-state voters.",Eric Liu,health
5337,62745,"Formerly, when religion was strong and science weak, men mistook magic for medicine now, when science is strong and religion weak, men mistake medicine for magic.",Thomas Szasz,society
5338,48986,I like to eat yogurt in the morning. It's easy and quick and available anywhere.,Maud Welzen,morning
5339,72336,This is a game. That's all it is. It's not a war.,Jack Nicklaus,war
5340,63751,"I'm tired of hearing about money, money, money, money, money. I just want to play the game, drink Pepsi, wear Reebok.",Shaquille O'Neal,sports
5341,54999,"The trouble with Nixon is that he's a serious politics junkie. He's totally hooked and like any other junkie, he's a bummer to have around, especially as President.",Hunter S. Thompson,politics
5342,47620,"To understand someone, find out how he spends his money.",Mason Cooley,money
5343,2555,Nancy Lopez has always been a role model of mine... so to have the opportunity to play for her and spend time with her has been amazing.,Natalie Gulbis,amazing
5344,21097,"I have a profound empathy for people who are in the public eye, whether they manifest it themselves or whether it happened by accident - it doesn't matter to me. I think there's a great misunderstanding of what it is to be famous.",Alanis Morissette,famous
5345,8308,"Perhaps people, and kids especially, are spoiled today, because all the kids today have cars, it seems. When I was young you were lucky to have a bike.",James Cagney,car
5346,6686,I marvel at the resilience of the Jewish people. Their best characteristic is their desire to remember. No other people has such an obsession with memory.,Elie Wiesel,best
5347,22734,All money is a matter of belief.,Adam Smith,finance
5348,68351,The time I burned my guitar it was like a sacrifice. You sacrifice the things you love. I love my guitar.,Jimi Hendrix,time
5349,24613,"I think this society suffers so much from too much freedom, too many rights that allow people to be irresponsible.",Boyd Rice,freedom
5350,737,"At my age, I don't think anyone is untouched by cancer.",Bryan Cranston,age
5351,66576,They should regard me as what I am. I am a spiritual leader and teacher.,Louis Farrakhan,teacher
5352,35401,Being born in a Christian home does not make you a Christian.,E. Stanley Jones,home
5353,12459,"I watched Italia '90 with my Mum and Dad and my brother, you know, leaping around the house when the penalties were on... It would be great to be part of that, to have that kind of impact.",Steven Gerrard,dad
5354,5660,The beauty that addresses itself to the eyes is only the spell of the moment the eye of the body is not always that of the soul.,George Sand,beauty
5355,51713,"If men and women are to understand each other, to enter into each other's nature with mutual sympathy, and to become capable of genuine comradeship, the foundation must be laid in youth.",Havelock Ellis,nature
5356,24800,"You have riches and freedom here but I feel no sense of faith or direction. You have so many computers, why don't you use them in the search for love?",Lech Walesa,freedom
5357,70052,"You have to trust your kids. They have to experience life, and you just hope you've provided them a foundation for what's right and what isn't.",Jack Nicklaus,trust
5358,54225,Marriage - a book of which the first chapter is written in poetry and the remaining chapters in prose.,Beverley Nichols,poetry
5359,46953,It's always been a dream of mine to get somewhere and to have my mom and dad with me up there.,Haley Reinhart,mom
5360,27840,A baby is God's opinion that life should go on.,Carl Sandburg,god
5361,34487,"For all of higher civilization's recorded history, becoming a man was defined overwhelmingly as taking responsibility for a family.",Dennis Prager,history
5362,6545,The best time I ever had with Joan Crawford was when I pushed her down the stairs in Whatever Happened to Baby Jane?,Bette Davis,best
5363,18392,"It would be great to be able to pass on to someone all of the successes, the failures, and the knowledge that one has had. To help someone, avoid all the fire, pain and anxiety would be wonderful.",Sylvester Stallone,failure
5364,67431,"Today 80 percent of all the oil that comes out of the Gulf is from 1,000 feet or more and today almost a third of it is more than 5,000 feet below the surface. What hasn't happened is the safety and the ability to respond to a negative event such as this blowout, has been far outrun by the technology of drilling itself. We need to close that gap.",Bob Graham,technology
5365,50794,"Why not invest in the future of music, instead of building fortresses to preserve its past?",David Byrne,music
5366,278,"In my youth I stressed freedom, and in my old age I stress order. I have made the great discovery that liberty is a product of order.",Will Durant,age
5367,24632,The best way to enhance freedom in other lands is to demonstrate here that our democratic system is worthy of emulation.,Jimmy Carter,freedom
5368,46,Aging is not lost youth but a new stage of opportunity and strength.,Betty Friedan,age
5369,74549,"If you want to make peace with your enemy, you have to work with your enemy. Then he becomes your partner.",Nelson Mandela,work
5370,17066,Virtue can only flourish among equals.,Mary Wollstonecraft,equality
5371,61515,Science can purify religion from error and superstition. Religion can purify science from idolatry and false absolutes.,Pope John Paul II,science
5372,26703,I haven't been faithful to my own advice in the past. I will in the future.,Billy Graham,future
5373,66952,Real programmers can write assembly code in any language.,Larry Wall,technology
5374,24465,"Governments that block the aspirations of their people, that steal or are corrupt, that oppress and torture or that deny freedom of expression and human rights should bear in mind that they will find it increasingly hard to escape the judgement of their own people, or where warranted, the reach of international law.",William Hague,freedom
5375,18171,Rhetoric and dialectics can't change what I have learned from observation and experience.,Paul Getty,experience
5376,33179,"I would support a devolution of power out of Washington for education, health care, transportation.",Jim DeMint,health
5377,47771,A fool and her money are soon courted.,Helen Rowland,money
5378,63361,What is a society without a heroic dimension?,Jean Baudrillard,society
5379,43450,All the laws and legislation in the world will never heal this world like the loving hearts and arms of mothers and fathers. If every child could drift to sleep feeling wrapped in the love of their family - and God's love - this world would be a far more gentle and better place.,Mitt Romney,love
5380,57246,The United States is the only power in history that became great by giving and not by taking. I think the crisis was when the United States had more money than ideas. Money doesn't produce money. Ideas produce money.,Shimon Peres,power
5381,58642,"I like the religion that teaches liberty, equality and fraternity.",B. R. Ambedkar,religion
5382,39986,"Enlightened leadership is spiritual if we understand spirituality not as some kind of religious dogma or ideology but as the domain of awareness where we experience values like truth, goodness, beauty, love and compassion, and also intuition, creativity, insight and focused attention.",Deepak Chopra,leadership
5383,74669,Good leadership consists of showing average people how to do the work of superior people.,John D. Rockefeller,work
5384,62058,I became kind of a drop-out in science after I came back to America. I wanted to photograph.,Imogen Cunningham,science
5385,61889,"What I'm working on now - I'm back to fantasy, although considering that it's me, I'm turning it into a kind of science fantasy. It's a vampire story - but my vampires are biological vampires. They didn't become vampires because someone bit them they were born that way.",Octavia Butler,science
5386,12477,"I mean, my dad's a television producer, and I knew I could get a job as an assistant or a reader with one of his friends, but it wasn't exactly what I wanted to do.",J. J. Abrams,dad
5387,29866,"In general, the art of government consists of taking as much money as possible from one class of citizens to give to another.",Voltaire,government
5388,65553,"Willpower is the key to success. Successful people strive no matter what they feel by applying their will to overcome apathy, doubt or fear.",Dan Millman,success
5389,38549,"In Europe they call geeks 'smart people,' and frankly I think we live in a culture that doesn't value intelligence enough so I am very proud in saying that I am a geek.",James Marsters,intelligence
5390,32177,Self-pity comes so naturally to all of us. The most solid happiness can be shaken by the compassion of a fool.,Andre Maurois,happiness
5391,36114,"If we were logical, the future would be bleak, indeed. But we are more than logical. We are human beings, and we have faith, and we have hope, and we can work.",Jacques Yves Cousteau,hope
5392,53320,Civilization is a failure. We need to think what we can do together in love and peace.,Serj Tankian,peace
5393,62620,People always say golfers don't smile. But there is so much psychology in golf so we have to be a bit robotic.,Lee Westwood,smile
5394,3051,"We're taught to be ashamed of confusion, anger, fear and sadness, and to me they're of equal value to happiness, excitement and inspiration.",Alanis Morissette,anger
5395,6764,Walking is man's best medicine.,Hippocrates,best
5396,25913,I have just returned from Boston. It is the only thing to do if you find yourself up there.,Fred Allen,funny
5397,5876,"Being nerdy just means being passionate about something, including everyone - the coolest people on Earth are passionate and therefore nerdy about something whatever it is, whether it's sports, or gaming, or technology, or fashion, or beauty, or food, or whatever.",Zachary Levi,beauty
5398,954,"For students today, only 10 percent of children from working-class families graduate from college by the age of 24 as compared to 58 percent of upper-middle-class and wealthy families.",Patrick J. Kennedy,age
5399,15190,"There are a lot of things that are personally uncomfortable to show, especially me without makeup and completely bloated or crying. But I've realized that it's time for me to show my audience that you don't have to be perfect to achieve your dreams. Because nobody relates to being perfect.",Katy Perry,dreams
5400,20776,"Given my last position, that I was the first U.S attorney post 9/11 in New Jersey, I understand acutely the pain and sorrow and upset of the family members who lost loved ones that day at the hands of radical Muslim extremists. And their sensitivities and concerns have to be taken into account.",Chris Christie,family
5401,37907,"Now it is quite clear to me that there are no solid spheres in the heavens, and those that have been devised by the authors to save the appearances, exist only in the imagination.",Tycho Brahe,imagination
5402,38073,"Nothing is impossible, the word itself says 'I'm possible'!",Audrey Hepburn,inspirational
5403,8135,"The Republican platform specifically says we don't believe in bailing out private business, and yet we did.",Rand Paul,business
5404,26387,"We are supposed to enjoy the good stuff now, while we can, with the people we love. Life has a funny way of teaching us that lesson over and over again.",Sheena Easton,funny
5405,61043,"I am firmly of the opinion that women who make a lot of effort to hang onto their looks in middle age (unless they are beauties, entertainers or prostitutes) are rather sad, as one should surely have something more substantial to recommend one by this time, such as kindness or cleverness.",Julie Burchill,sad
5406,42014,Give me the luxuries of life and I will willingly do without the necessities.,Frank Lloyd Wright,life
5407,53924,A poem is true if it hangs together. Information points to something else. A poem points to nothing but itself.,E. M. Forster,poetry
5408,32042,Life is essentially a cheat and its conditions are those of defeat the redeeming things are not happiness and pleasure but the deeper satisfactions that come out of struggle.,F. Scott Fitzgerald,happiness
5409,22521,Libertarians know that a free country has nothing to fear from anyone coming in or going out - while a welfare state is scared to death of poor people coming in and rich people getting out.,Harry Browne,fear
5410,59660,"I don't regret anything I ever do or say. I don't like to live my life being censored. I like to say what I feel, and I think people respect that because you're honest.",Eva Longoria,respect
5411,69091,"If you wish to travel far and fast, travel light. Take off all your envies, jealousies, unforgiveness, selfishness and fears.",Cesare Pavese,travel
5412,59137,"I think you can be cynical about religion on occasion, and certainly skeptical about the degree to which some people use religion to manipulate other people.",Peter Jennings,religion
5413,49305,"I live very normally, I go out with my friends, we go to the movies, I queue, we go to restaurants.",Catherine Deneuve,movies
5414,10389,There is no reason for any individual to have a computer in his home.,Ken Olsen,computers
5415,14683,So much of design is context.,Steve Madden,design
5416,45091,"The government can still conduct clandestine searches of innocent people's private information such as library, medical, and financial records. This is wrong and should have been addressed in a true compromise.",Jose Serrano,medical
5417,2767,When I see myself in the videogame it's amazing how realistic I look. This is the most authentic and realistic soccer game I have ever seen. It is like I'm looking in a mirror. The attention to detail is incredible.,Claudio Reyna,amazing
5418,75813,I was always at peace because of the way my mom treated me.,Martina Hingis,mothersday
5419,34031,"The whole history of science has been the gradual realization that events do not happen in an arbitrary manner, but that they reflect a certain underlying order, which may or may not be divinely inspired.",Stephen Hawking,history
5420,54466,Poetry is the key to the hieroglyphics of nature.,David Hare,poetry
